seed,score,completed_monuments_ids,completed_monuments_names,built_buildings_ids,built_buildings_names,TopResource,Conquest,Tribute,Build_Building,Build_Monument
9101548,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_JunTuanYaoSai+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,军团要塞+凯旋雕塑+圆形竞技场,9,3,0,3,6
9101570,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang,帝国广场+凯旋门+罗马斗兽场,B_DiGuoJinKuang+B_DiGuoYinShuiDao+B_KaiXuanDiaoSu,帝国金矿+帝国引水道+凯旋雕塑,8,3,1,3,6
9101590,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,10,3,0,2,6
9101599,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,10,3,0,2,6
9101608,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_JunTuanYaoSai+B_YuanXingJingJiChang,军团要塞+圆形竞技场,8,4,1,2,6
9101625,16,M_KaiXuanMen+M_WanShenMiao,凯旋门+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+军团要塞+凯旋雕塑+圆形竞技场,10,3,0,4,4
9101663,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,10,2,0,3,6
9101679,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,10,3,0,2,6
9101759,16,M_KaiXuanMen+M_WanShenMiao,凯旋门+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_KaiXuanDiaoSu,帝国引水道+军团要塞+凯旋雕塑,10,3,1,3,4
9101788,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,10,3,0,2,6
9101799,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,帝国广场+凯旋门+罗马斗兽场+万神庙,B_YuanXingJingJiChang,圆形竞技场,9,3,0,1,8
9101822,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,帝国广场+凯旋门+罗马斗兽场+万神庙,B_YuanXingJingJiChang,圆形竞技场,9,3,0,1,8
9101855,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,9,3,1,2,6
9101867,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai,帝国引水道+军团要塞,10,3,0,2,6
9101871,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,9,3,1,2,6
9101887,16,M_DiGuoGuangChang+M_LuoMaDouShouChang+M_WanShenMiao,帝国广场+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,8,3,1,3,6
9101897,16,M_DiGuoGuangChang+M_KaiXuanMen,帝国广场+凯旋门,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,9,4,1,3,4
9101918,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,8,3,2,2,6
9101950,16,M_HaDeLiangLingQin+M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,哈德良陵寝+凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,7,2,2,2,8
9101952,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao,帝国引水道,10,3,1,1,6
9101955,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,10,3,0,2,6
9101965,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_JunTuanYaoSai+B_KaiXuanDiaoSu,军团要塞+凯旋雕塑,10,3,0,2,6
9101974,16,M_DiGuoGuangChang+M_KaiXuanMen,帝国广场+凯旋门,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,7,4,3,3,4
9102007,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang,帝国广场+凯旋门+罗马斗兽场,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,8,3,1,3,6
9102085,16,M_KaiXuanMen+M_WanShenMiao,凯旋门+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_KaiXuanDiaoSu,帝国引水道+军团要塞+凯旋雕塑,10,3,1,3,4
9102135,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_JunTuanYaoSai+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,军团要塞+凯旋雕塑+圆形竞技场,8,3,1,3,6
9102142,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,10,2,0,3,6
9102150,16,M_KaiXuanMen+M_WanShenMiao,凯旋门+万神庙,B_JunTuanYaoSai+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,军团要塞+凯旋雕塑+圆形竞技场,9,4,0,3,5
9102166,16,M_KaiXuanMen+M_WanShenMiao,凯旋门+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_YuanXingJingJiChang,帝国引水道+军团要塞+圆形竞技场,10,4,0,3,4
9102174,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_JunTuanYaoSai+B_KaiXuanDiaoSu,军团要塞+凯旋雕塑,9,3,1,2,6
9102197,16,M_KaiXuanMen+M_LuoMaDouShouChang,凯旋门+罗马斗兽场,B_JunTuanYaoSai+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,军团要塞+凯旋雕塑+圆形竞技场,9,5,0,3,4
9102220,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,10,3,0,2,6
9102222,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,9,3,1,2,6
9102307,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_JunTuanYaoSai+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,军团要塞+凯旋雕塑+圆形竞技场,9,3,0,3,6
9102342,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,9,3,1,2,6
9102375,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,9,3,1,2,6
9102380,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang,帝国广场+凯旋门+罗马斗兽场,B_JunTuanYaoSai+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,军团要塞+凯旋雕塑+圆形竞技场,8,4,0,3,6
9102383,16,M_KaiXuanMen+M_WanShenMiao,凯旋门+万神庙,B_JunTuanYaoSai+B_KaiXuanDiaoSu,军团要塞+凯旋雕塑,9,4,1,2,5
9102393,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_YuanXingJingJiChang,帝国引水道+军团要塞+圆形竞技场,8,4,0,3,6
9102405,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_JunTuanYaoSai,军团要塞,10,4,0,1,6
9102409,16,M_DiGuoGuangChang+M_KaiXuanMen,帝国广场+凯旋门,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,8,4,2,3,4
9102419,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,帝国广场+凯旋门+罗马斗兽场+万神庙,B_YuanXingJingJiChang,圆形竞技场,7,3,2,1,8
9102424,16,M_KaiXuanMen+M_WanShenMiao,凯旋门+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+军团要塞+凯旋雕塑+圆形竞技场,10,3,0,4,4
9102426,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,9,3,1,2,6
9102430,16,M_DiGuoGuangChang+M_KaiXuanMen,帝国广场+凯旋门,B_DiGuoJinKuang+B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国金矿+帝国引水道+圆形竞技场,7,5,2,3,4
9102458,16,M_DiGuoGuangChang+M_KaiXuanMen,帝国广场+凯旋门,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,10,4,0,3,4
9102490,16,M_KaiXuanMen+M_LuoMaDouShouChang,凯旋门+罗马斗兽场,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_KaiXuanDiaoSu,帝国引水道+军团要塞+凯旋雕塑,9,4,1,3,4
9102517,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,帝国广场+凯旋门+罗马斗兽场+万神庙,B_YuanXingJingJiChang,圆形竞技场,8,3,1,1,8
9102528,16,M_DiGuoGuangChang+M_LuoMaDouShouChang+M_WanShenMiao,帝国广场+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,9,3,0,3,6
9102547,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_YuanXingJingJiChang,圆形竞技场,9,4,0,1,7
9102575,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_JunTuanYaoSai+B_KaiXuanDiaoSu,军团要塞+凯旋雕塑,8,3,2,2,6
9102594,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,10,2,0,3,6
9102610,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,10,3,0,2,6
9102611,16,M_DiGuoGuangChang+M_HaDeLiangLingQin+M_WanShenMiao,帝国广场+哈德良陵寝+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,10,2,0,3,6
9102630,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_YuanXingJingJiChang,帝国引水道+军团要塞+圆形竞技场,9,3,0,3,6
9102679,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang,帝国广场+凯旋门+罗马斗兽场,B_DiGuoJinKuang+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国金矿+凯旋雕塑+圆形竞技场,8,4,0,3,6
9102688,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_YuanXingJingJiChang,帝国引水道+军团要塞+圆形竞技场,9,3,0,3,6
9102792,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_JunTuanYaoSai+B_YuanXingJingJiChang,军团要塞+圆形竞技场,8,4,1,2,6
9102800,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_JunTuanYaoSai+B_KaiXuanDiaoSu,军团要塞+凯旋雕塑,9,3,1,2,6
9102853,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,9,3,1,2,6
9102862,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoJinKuang+B_DiGuoYinShuiDao,帝国金矿+帝国引水道,10,3,0,2,6
9102886,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,8,3,1,2,7
9102895,16,M_KaiXuanMen+M_LuoMaDouShouChang,凯旋门+罗马斗兽场,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_KaiXuanDiaoSu,帝国引水道+军团要塞+凯旋雕塑,9,4,1,3,4
9102938,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,9,2,1,3,6
9102948,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,9,3,0,2,7
9102956,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,9,3,1,2,6
9102957,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,9,2,0,3,7
9102961,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_DiGuoJinKuang+B_YuanXingJingJiChang,帝国金矿+圆形竞技场,9,4,0,2,6
9102991,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_YuanXingJingJiChang,圆形竞技场,8,4,1,1,7
9103012,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang,帝国广场+凯旋门+罗马斗兽场,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,8,4,1,2,6
9103047,16,M_DiGuoGuangChang+M_KaiXuanMen,帝国广场+凯旋门,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,9,4,0,3,5
9103051,16,M_KaiXuanMen+M_WanShenMiao,凯旋门+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+军团要塞+凯旋雕塑+圆形竞技场,7,3,2,4,5
9103081,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,9,3,1,2,6
9103115,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,9,3,1,2,6
9103144,16,M_DiGuoGuangChang+M_LuoMaDouShouChang+M_WanShenMiao,帝国广场+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,9,3,0,3,6
9103194,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,10,3,0,2,6
9103220,16,M_DiGuoGuangChang+M_KaiXuanMen,帝国广场+凯旋门,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,8,5,2,2,4
9103281,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+军团要塞+凯旋雕塑+圆形竞技场,8,2,1,4,6
9103285,16,M_HaDeLiangLingQin+M_KaiXuanMen+M_LuoMaDouShouChang,哈德良陵寝+凯旋门+罗马斗兽场,B_JunTuanYaoSai+B_KaiXuanDiaoSu,军团要塞+凯旋雕塑,9,4,0,2,6
9103293,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_DiGuoJinKuang+B_JunTuanYaoSai,帝国金矿+军团要塞,7,4,2,2,6
9103314,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_YuanXingJingJiChang,圆形竞技场,10,4,0,1,6
9103332,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang,帝国广场+凯旋门+罗马斗兽场,B_DiGuoYinShuiDao+B_YuanXingJingJiChang,帝国引水道+圆形竞技场,8,4,1,2,6
9103396,16,M_DiGuoGuangChang+M_KaiXuanMen+M_WanShenMiao,帝国广场+凯旋门+万神庙,B_YuanXingJingJiChang,圆形竞技场,9,4,1,1,6
9103401,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,9,2,1,3,6
9103424,16,M_DiGuoGuangChang+M_LuoMaDouShouChang+M_WanShenMiao,帝国广场+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_KaiXuanDiaoSu+B_YuanXingJingJiChang,帝国引水道+凯旋雕塑+圆形竞技场,9,3,0,3,6
9103426,16,M_DiGuoGuangChang+M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,帝国广场+凯旋门+罗马斗兽场+万神庙,B_YuanXingJingJiChang,圆形竞技场,7,3,1,1,9
9103427,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,8,3,1,2,7
9103438,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_KaiXuanDiaoSu+B_YuanXingJingJiChang,凯旋雕塑+圆形竞技场,9,3,1,2,6
9103444,16,M_KaiXuanMen+M_LuoMaDouShouChang+M_WanShenMiao,凯旋门+罗马斗兽场+万神庙,B_DiGuoYinShuiDao+B_JunTuanYaoSai+B_YuanXingJingJiChang,帝国引水道+军团要塞+圆形竞技场,9,3,0,3,6
