seed,score,turns,final_regions,final_built_count,final_completed_monuments,turn_complete_arc,turn_complete_senate,turn_complete_pantheon,cnt_top,cnt_conquest,cnt_tribute,cnt_building,cnt_monument,pct_top,pct_conquest,pct_tribute,pct_building,pct_monument,pre_inv1_culture,pre_inv1_military,pre_inv1_industry,pre_inv1_regions,pre_inv2_culture,pre_inv2_military,pre_inv2_industry,pre_inv2_regions,score_group
9102948,16,21,4,2,3,18.0,,16.0,9,3,0,2,7,0.42857142857142855,0.14285714285714285,0.0,0.09523809523809523,0.3333333333333333,4,4,1,2,9,1,1,3,16_plus
9102956,16,21,4,2,3,18.0,10.0,11.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,4,5,0,2,5,3,2,3,16_plus
9102957,16,21,3,3,3,16.0,,21.0,9,2,0,3,7,0.42857142857142855,0.09523809523809523,0.0,0.14285714285714285,0.3333333333333333,0,1,0,2,3,2,2,3,16_plus
9102961,16,21,5,2,3,18.0,13.0,21.0,9,4,0,2,6,0.42857142857142855,0.19047619047619047,0.0,0.09523809523809523,0.2857142857142857,0,5,1,2,9,3,0,3,16_plus
9102991,16,21,5,1,3,18.0,13.0,21.0,8,4,1,1,7,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.3333333333333333,3,4,1,2,3,4,1,3,16_plus
9103012,16,21,5,2,3,20.0,17.0,,8,4,1,2,6,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.2857142857142857,3,4,1,2,3,1,0,3,16_plus
9103047,16,21,5,3,2,15.0,14.0,,9,4,0,3,5,0.42857142857142855,0.19047619047619047,0.0,0.14285714285714285,0.23809523809523808,4,4,2,2,9,3,3,3,16_plus
9103051,16,21,4,4,2,13.0,,20.0,7,3,2,4,5,0.3333333333333333,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.23809523809523808,1,6,1,2,6,5,2,4,16_plus
9103081,16,21,4,2,3,15.0,,21.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,3,8,5,1,5,6,1,2,16_plus
9103115,16,21,4,2,3,19.0,13.0,20.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,4,4,0,2,4,2,4,3,16_plus
9103144,16,21,4,3,3,,9.0,15.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,4,4,0,2,1,1,0,3,16_plus
9103194,16,21,4,2,3,20.0,11.0,14.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,1,3,1,2,4,1,1,4,16_plus
9103220,16,21,6,2,2,15.0,12.0,,8,5,2,2,4,0.38095238095238093,0.23809523809523808,0.09523809523809523,0.09523809523809523,0.19047619047619047,9,4,1,2,5,0,2,4,16_plus
9103281,16,21,3,4,3,17.0,9.0,13.0,8,2,1,4,6,0.38095238095238093,0.09523809523809523,0.047619047619047616,0.19047619047619047,0.2857142857142857,4,2,0,2,3,3,1,3,16_plus
9103285,16,21,5,2,3,18.0,,,9,4,0,2,6,0.42857142857142855,0.19047619047619047,0.0,0.09523809523809523,0.2857142857142857,0,4,5,2,3,8,2,3,16_plus
9103293,16,21,5,2,3,17.0,19.0,20.0,7,4,2,2,6,0.3333333333333333,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.2857142857142857,1,2,3,3,0,2,1,4,16_plus
9103314,16,21,5,1,3,18.0,9.0,16.0,10,4,0,1,6,0.47619047619047616,0.19047619047619047,0.0,0.047619047619047616,0.2857142857142857,3,4,0,2,4,4,0,3,16_plus
9103332,16,21,5,2,3,17.0,8.0,,8,4,1,2,6,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.2857142857142857,7,2,0,2,4,3,3,4,16_plus
9103396,16,21,5,1,3,19.0,17.0,11.0,9,4,1,1,6,0.42857142857142855,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.2857142857142857,1,3,1,2,5,8,3,2,16_plus
9103401,16,21,3,3,3,19.0,,21.0,9,2,1,3,6,0.42857142857142855,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.2857142857142857,2,3,0,2,9,4,5,3,16_plus
9103424,16,21,4,3,3,,21.0,20.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,1,4,0,2,3,0,1,3,16_plus
9103426,16,21,4,1,4,21.0,11.0,19.0,7,3,1,1,9,0.3333333333333333,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.42857142857142855,0,3,1,2,8,5,5,3,16_plus
9103427,16,21,4,2,3,21.0,,13.0,8,3,1,2,7,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.3333333333333333,7,7,0,2,6,8,0,2,16_plus
9103438,16,21,4,2,3,21.0,,15.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,5,7,1,1,6,2,4,3,16_plus
9103444,16,21,4,3,3,20.0,,17.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0,4,1,2,7,5,1,3,16_plus
9100560,17,21,3,3,4,17.0,18.0,15.0,8,2,0,3,8,0.38095238095238093,0.09523809523809523,0.0,0.14285714285714285,0.38095238095238093,0,4,2,2,6,9,2,3,16_plus
9101047,17,21,4,3,3,,,12.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,3,6,1,1,3,5,0,2,16_plus
9101907,17,20,3,4,3,,,18.0,8,2,0,4,6,0.4,0.1,0.0,0.2,0.3,2,7,6,1,7,3,3,2,16_plus
9102447,17,21,4,3,3,17.0,,12.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0,4,0,1,1,6,3,3,16_plus
9103526,17,21,5,3,3,18.0,,,8,4,0,3,6,0.38095238095238093,0.19047619047619047,0.0,0.14285714285714285,0.2857142857142857,0,3,2,2,6,5,2,4,16_plus
9103911,17,21,4,3,3,15.0,,20.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,3,5,4,2,7,9,3,3,16_plus
9104403,17,21,4,3,3,18.0,,,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,9,6,1,2,6,7,2,3,16_plus
9105603,17,21,4,3,3,21.0,,,7,3,2,3,6,0.3333333333333333,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.2857142857142857,1,3,2,2,5,6,3,3,16_plus
9106975,17,21,4,3,3,12.0,9.0,,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,1,5,1,1,9,3,0,3,16_plus
9100346,18,21,5,3,3,16.0,14.0,,7,4,1,3,6,0.3333333333333333,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.2857142857142857,4,2,1,2,4,2,9,3,16_plus
9100373,18,21,4,3,3,20.0,,18.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,3,0,0,2,9,5,3,3,16_plus
9100416,18,21,5,2,3,21.0,10.0,16.0,8,4,1,2,6,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.2857142857142857,4,4,2,2,4,5,0,3,16_plus
9101217,18,21,4,3,3,20.0,,21.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,1,3,2,2,6,0,1,4,16_plus
9101628,18,21,5,2,3,19.0,,15.0,9,4,0,2,6,0.42857142857142855,0.19047619047619047,0.0,0.09523809523809523,0.2857142857142857,1,4,2,1,3,6,2,3,16_plus
9101830,18,21,5,4,2,18.0,,13.0,8,4,1,4,4,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.19047619047619047,0.19047619047619047,1,9,0,1,6,6,1,4,16_plus
9102118,18,21,4,4,3,16.0,,15.0,7,3,1,4,6,0.3333333333333333,0.14285714285714285,0.047619047619047616,0.19047619047619047,0.2857142857142857,9,3,3,2,9,2,3,3,16_plus
9102515,18,21,4,2,4,18.0,8.0,19.0,8,3,0,2,8,0.38095238095238093,0.14285714285714285,0.0,0.09523809523809523,0.38095238095238093,0,2,1,2,1,1,0,2,16_plus
9102636,18,21,5,3,3,20.0,,19.0,7,4,1,3,6,0.3333333333333333,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.2857142857142857,1,6,1,2,6,4,0,4,16_plus
9102713,18,21,4,3,3,20.0,,15.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0,5,3,1,4,0,1,4,16_plus
9103035,18,21,5,3,3,19.0,9.0,21.0,7,4,1,3,6,0.3333333333333333,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.2857142857142857,4,2,7,2,8,3,9,4,16_plus
9103428,18,21,4,2,4,17.0,7.0,20.0,8,3,0,2,8,0.38095238095238093,0.14285714285714285,0.0,0.09523809523809523,0.38095238095238093,6,1,1,2,5,3,3,3,16_plus
9103760,18,21,4,3,3,20.0,,16.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0,0,0,1,1,6,6,3,16_plus
9104113,18,21,5,1,4,17.0,12.0,20.0,8,4,0,1,8,0.38095238095238093,0.19047619047619047,0.0,0.047619047619047616,0.38095238095238093,6,7,1,2,9,2,1,4,16_plus
9104701,18,21,4,2,4,21.0,16.0,20.0,7,3,1,2,8,0.3333333333333333,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.38095238095238093,0,2,2,2,3,1,3,3,16_plus
9104924,18,21,4,2,3,9.0,,18.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,2,2,1,2,4,2,1,2,16_plus
9105009,18,21,4,3,3,20.0,10.0,14.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,1,0,0,2,6,1,2,3,16_plus
9106424,18,21,5,4,2,19.0,,9.0,9,4,0,4,4,0.42857142857142855,0.19047619047619047,0.0,0.19047619047619047,0.19047619047619047,0,5,0,2,6,5,1,3,16_plus
9106891,18,21,4,3,3,18.0,,20.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,0,1,1,2,0,4,1,2,16_plus
9107333,18,21,5,2,3,18.0,,15.0,9,4,0,2,6,0.42857142857142855,0.19047619047619047,0.0,0.09523809523809523,0.2857142857142857,0,7,1,1,6,4,0,3,16_plus
9107420,18,21,4,2,4,19.0,,12.0,8,3,0,2,8,0.38095238095238093,0.14285714285714285,0.0,0.09523809523809523,0.38095238095238093,4,5,2,2,5,6,1,3,16_plus
9108125,18,21,4,3,3,16.0,,20.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,3,5,0,2,0,4,7,3,16_plus
9108600,18,21,4,3,3,18.0,,15.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,4,8,1,1,8,5,2,3,16_plus
9109204,18,21,5,2,4,19.0,,20.0,7,4,0,2,8,0.3333333333333333,0.19047619047619047,0.0,0.09523809523809523,0.38095238095238093,1,7,3,1,1,2,1,3,16_plus
9109391,18,21,4,3,3,15.0,,14.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,5,1,1,2,5,2,4,3,16_plus
9109426,18,21,4,3,3,21.0,,16.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,2,4,4,2,2,0,2,4,16_plus
9109442,18,21,4,3,3,18.0,,20.0,7,3,2,3,6,0.3333333333333333,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.2857142857142857,1,4,1,3,4,2,1,4,16_plus
