seed,max_score,perfect_path
90884983,19,B_Conq_C07|B_Buil_C05|T_TopR_C02|T_TopR_C18|B_Conq_C06|T_TopR_C08|B_Buil_C04|B_Buil_C21|B_Buil_C14|T_TopR_C02|B_Buil_C15|B_Conq_C06|T_TopR_C12|B_Buil_C03|B_Buil_C21|T_TopR_C05|B_Buil_C11|T_TopR_C18|T_TopR_C17|B_Buil_C10|T_TopR_C03
90981406,20,T_TopR_C01|T_TopR_C02|B_Buil_C14|B_Buil_C04|T_TopR_C05|B_Buil_C03|T_TopR_C17|T_TopR_C01|B_Buil_C16|B_Buil_C14|B_Conq_C07|B_Buil_C05|T_TopR_C12|B_Buil_C17|B_Buil_C10|B_Buil_C11|B_Buil_C21|T_TopR_C07|B_Buil_C20|T_TopR_C03|T_TopR_C17
40881956,20,T_TopR_C16|B_Buil_C04|T_TopR_C10|B_Conq_C07|B_Buil_C05|T_TopR_C01|T_TopR_C09|B_Buil_C17|B_Buil_C03|B_Buil_C15|B_Buil_C14|T_TopR_C02|B_Buil_C11|T_TopR_C09|B_Buil_C16|T_TopR_C03|B_Buil_C20|B_Buil_C21|T_TopR_C02|B_Buil_C11|T_TopR_C09
42261405,19,B_Conq_C06|T_TopR_C02|T_TopR_C01|T_TopR_C05|B_Buil_C03|B_Buil_C04|T_TopR_C12|B_Conq_C06|T_TopR_C02|B_Buil_C14|B_Buil_C05|T_TopR_C03|B_Buil_C20|B_Buil_C15|B_Conq_C06|B_Buil_C11|B_Buil_C21|B_Buil_C10|T_TopR_C09|T_TopR_C17|T_TopR_C12
24045872,21,T_TopR_C20|B_Buil_C04|B_Conq_C07|T_TopR_C01|B_Buil_C15|B_Buil_C03|T_TopR_C02|B_Buil_C14|B_Buil_C05|T_TopR_C07|T_TopR_C01|B_Buil_C16|B_Buil_C10|B_Buil_C11|B_Buil_C20|B_Buil_C21|B_Conq_C07|T_TopR_C01|B_Buil_C16|T_TopR_C12|T_TopR_C02
96434201,17,T_TopR_C10|T_TopR_C04|B_Buil_C05|T_TopR_C02|T_TopR_C07|B_Buil_C18|B_Buil_C19|B_Buil_C10|B_Buil_C04|T_TopR_C05|T_TopR_C02|B_Buil_C20|B_Buil_C15|B_Buil_C11|T_TopR_C10|B_Buil_C21|B_Buil_C14|T_TopR_C02|B_Conq_C06|T_TopR_C18|B_Trib_C08
37694845,21,T_TopR_C01|T_TopR_C16|T_TopR_C06|B_Buil_C04|B_Conq_C07|B_Buil_C05|B_Buil_C15|T_TopR_C01|B_Buil_C21|B_Buil_C03|T_TopR_C02|B_Conq_C07|B_Buil_C20|B_Buil_C15|B_Buil_C18|T_TopR_C21|B_Conq_C06|B_Buil_C19|B_Conq_C07|T_TopR_C05|B_Trib_C09
27382487,21,T_TopR_C16|T_TopR_C05|B_Buil_C04|B_Conq_C06|T_TopR_C02|B_Buil_C14|B_Buil_C03|B_Buil_C15|B_Buil_C05|T_TopR_C09|B_Conq_C06|T_TopR_C02|B_Buil_C19|B_Conq_C07|B_Buil_C21|B_Buil_C20|T_TopR_C09|B_Conq_C06|B_Buil_C18|T_TopR_C14|T_TopR_C07
88584982,20,T_TopR_C08|B_Buil_C04|T_TopR_C01|B_Conq_C07|B_Buil_C05|T_TopR_C14|B_Buil_C15|B_Trib_C08|B_Buil_C21|B_Buil_C03|T_TopR_C02|B_Buil_C16|B_Buil_C14|B_Buil_C20|T_TopR_C12|T_TopR_C21|B_Buil_C11|B_Buil_C10|T_TopR_C05|B_Buil_C17|T_TopR_C19
61755197,20,T_TopR_C16|B_Conq_C06|T_TopR_C21|T_TopR_C01|B_Buil_C04|B_Buil_C05|T_TopR_C14|B_Buil_C20|B_Conq_C06|B_Buil_C21|T_TopR_C01|B_Buil_C03|T_TopR_C02|B_Buil_C14|B_Buil_C16|B_Buil_C15|T_TopR_C21|T_TopR_C01|B_Buil_C17|B_Buil_C02|T_TopR_C14
91012375,21,T_TopR_C03|T_TopR_C20|B_Buil_C04|T_TopR_C02|B_Conq_C07|B_Buil_C05|T_TopR_C14|B_Buil_C03|B_Buil_C20|B_Buil_C21|B_Buil_C15|T_TopR_C07|T_TopR_C01|B_Buil_C14|B_Buil_C11|T_TopR_C12|B_Buil_C10|B_Buil_C02|B_Conq_C07|T_TopR_C01|B_Conq_C06
66539199,20,T_TopR_C05|T_TopR_C01|B_Buil_C03|T_TopR_C20|B_Buil_C10|B_Buil_C04|T_TopR_C21|B_Buil_C05|T_TopR_C01|B_Buil_C16|B_Conq_C07|B_Buil_C11|B_Conq_C06|B_Buil_C21|B_Buil_C17|T_TopR_C01|T_TopR_C03|B_Buil_C20|T_TopR_C09|B_Conq_C06|T_TopR_C21
38586355,20,T_TopR_C05|B_Buil_C14|T_TopR_C16|T_TopR_C06|B_Buil_C04|B_Buil_C03|T_TopR_C01|B_Buil_C05|T_TopR_C10|B_Buil_C16|B_Buil_C17|B_Buil_C15|T_TopR_C07|B_Buil_C11|T_TopR_C05|B_Buil_C10|B_Buil_C21|T_TopR_C02|B_Buil_C20|B_Conq_C07|T_TopR_C12
94660135,21,T_TopR_C20|T_TopR_C16|B_Buil_C04|B_Buil_C05|B_Conq_C06|T_TopR_C07|T_TopR_C01|B_Buil_C20|B_Buil_C21|B_Buil_C10|B_Buil_C03|T_TopR_C18|B_Conq_C07|T_TopR_C01|B_Buil_C19|T_TopR_C17|B_Buil_C10|T_TopR_C03|B_Buil_C18|B_Conq_C07|T_TopR_C01
64073349,20,T_TopR_C11|T_TopR_C20|B_Buil_C14|B_Buil_C04|T_TopR_C07|B_Buil_C05|T_TopR_C01|B_Buil_C16|B_Buil_C03|B_Buil_C14|T_TopR_C19|B_Buil_C21|T_TopR_C05|T_TopR_C01|B_Buil_C11|B_Buil_C10|B_Buil_C17|B_Conq_C06|B_Buil_C21|T_TopR_C05|T_TopR_C01
96579397,21,B_Conq_C06|T_TopR_C21|T_TopR_C20|B_Buil_C03|T_TopR_C02|B_Buil_C04|T_TopR_C01|B_Conq_C06|B_Buil_C18|B_Buil_C19|B_Buil_C15|T_TopR_C02|B_Buil_C05|T_TopR_C01|B_Conq_C06|B_Buil_C21|B_Buil_C20|B_Buil_C15|B_Conq_C07|T_TopR_C05|T_TopR_C01
32000071,20,T_TopR_C06|B_Conq_C07|T_TopR_C01|B_Buil_C05|B_Buil_C03|T_TopR_C09|B_Buil_C14|T_TopR_C18|B_Buil_C21|T_TopR_C01|B_Buil_C04|T_TopR_C02|B_Buil_C11|B_Buil_C14|B_Conq_C06|B_Buil_C21|T_TopR_C01|T_TopR_C05|B_Buil_C02|B_Buil_C11|T_TopR_C14
89452130,19,T_TopR_C21|T_TopR_C02|T_TopR_C14|B_Buil_C04|T_TopR_C01|B_Buil_C19|B_Buil_C05|B_Buil_C21|T_TopR_C02|B_Buil_C03|B_Conq_C07|T_TopR_C01|B_Buil_C15|B_Buil_C18|B_Buil_C21|T_TopR_C02|B_Buil_C14|B_Conq_C07|B_Buil_C01|T_TopR_C20|T_TopR_C05
68912412,19,T_TopR_C03|T_TopR_C12|B_Conq_C07|B_Buil_C04|B_Trib_C09|B_Conq_C06|B_Buil_C20|B_Buil_C03|T_TopR_C12|B_Buil_C05|B_Buil_C15|T_TopR_C18|T_TopR_C02|B_Buil_C20|B_Buil_C16|B_Buil_C14|T_TopR_C05|B_Buil_C17|T_TopR_C10|B_Buil_C02|T_TopR_C20
25367096,20,T_TopR_C08|T_TopR_C01|B_Conq_C06|B_Buil_C04|T_TopR_C10|B_Buil_C05|T_TopR_C09|B_Buil_C16|T_TopR_C01|B_Buil_C20|B_Buil_C03|B_Buil_C10|T_TopR_C02|B_Buil_C17|B_Buil_C11|T_TopR_C01|B_Buil_C20|B_Buil_C14|B_Buil_C15|T_TopR_C05|T_TopR_C17
20536537,19,T_TopR_C01|T_TopR_C04|T_TopR_C10|B_Buil_C05|B_Conq_C06|T_TopR_C02|B_Buil_C20|B_Buil_C21|B_Buil_C04|B_Buil_C18|T_TopR_C05|B_Buil_C14|T_TopR_C02|B_Buil_C15|T_TopR_C01|B_Buil_C03|B_Buil_C18|T_TopR_C05|B_Conq_C06|T_TopR_C12|B_Conq_C07
26379920,19,B_Conq_C07|T_TopR_C03|T_TopR_C06|T_TopR_C21|B_Buil_C04|B_Buil_C05|T_TopR_C11|B_Conq_C07|B_Buil_C03|T_TopR_C02|B_Buil_C10|T_TopR_C01|B_Buil_C14|B_Buil_C11|B_Conq_C07|B_Buil_C15|T_TopR_C02|B_Buil_C21|B_Buil_C20|T_TopR_C05|T_TopR_C11
28504181,20,T_TopR_C01|T_TopR_C14|B_Buil_C04|B_Conq_C06|B_Buil_C20|T_TopR_C02|B_Buil_C03|T_TopR_C01|B_Buil_C15|B_Buil_C21|B_Buil_C05|T_TopR_C07|T_TopR_C02|B_Buil_C16|B_Buil_C11|B_Buil_C14|B_Buil_C17|B_Buil_C10|T_TopR_C07|T_TopR_C02|T_TopR_C13
25270532,21,T_TopR_C16|T_TopR_C08|B_Buil_C05|B_Buil_C04|T_TopR_C11|T_TopR_C01|B_Buil_C21|B_Buil_C03|B_Conq_C07|T_TopR_C02|B_Buil_C14|B_Buil_C18|B_Buil_C20|B_Buil_C15|T_TopR_C12|B_Conq_C07|B_Conq_C06|T_TopR_C10|B_Buil_C18|B_Buil_C01|T_TopR_C21
16953456,20,T_TopR_C01|T_TopR_C20|T_TopR_C03|B_Buil_C04|B_Buil_C14|B_Conq_C07|B_Buil_C15|T_TopR_C01|B_Buil_C18|B_Buil_C03|B_Buil_C05|T_TopR_C21|B_Conq_C07|T_TopR_C02|B_Conq_C06|B_Buil_C20|T_TopR_C12|B_Buil_C19|B_Buil_C21|B_Conq_C07|T_TopR_C02
47062822,21,T_TopR_C17|B_Conq_C07|B_Buil_C05|T_TopR_C20|B_Buil_C04|T_TopR_C02|T_TopR_C09|B_Buil_C17|B_Buil_C03|T_TopR_C01|B_Buil_C16|B_Buil_C11|B_Buil_C10|T_TopR_C09|T_TopR_C18|B_Buil_C21|T_TopR_C01|B_Buil_C20|B_Conq_C06|B_Buil_C02|T_TopR_C12
32327066,21,T_TopR_C16|T_TopR_C20|T_TopR_C03|B_Buil_C04|B_Buil_C05|B_Conq_C07|T_TopR_C14|B_Buil_C11|B_Buil_C18|B_Buil_C03|T_TopR_C02|T_TopR_C01|B_Buil_C10|B_Conq_C06|B_Buil_C19|B_Buil_C20|B_Buil_C21|T_TopR_C02|T_TopR_C01|B_Conq_C07|T_TopR_C17
24571053,18,T_TopR_C05|T_TopR_C10|B_Buil_C20|B_Conq_C07|B_Trib_C09|T_TopR_C02|B_Buil_C03|B_Buil_C04|T_TopR_C12|B_Buil_C20|B_Buil_C14|T_TopR_C17|T_TopR_C02|B_Buil_C15|B_Buil_C05|B_Buil_C10|B_Buil_C11|B_Conq_C07|T_TopR_C17|T_TopR_C02|T_TopR_C18
94820841,20,B_Conq_C07|T_TopR_C05|B_Buil_C04|T_TopR_C10|T_TopR_C02|B_Buil_C14|T_TopR_C01|B_Buil_C15|B_Buil_C05|B_Buil_C03|T_TopR_C10|B_Buil_C21|B_Buil_C11|B_Buil_C20|B_Conq_C07|T_TopR_C05|B_Buil_C17|T_TopR_C10|B_Buil_C16|B_Buil_C11|T_TopR_C01
